brokertitle,type,price,beds,bath,propertysqft,formatted_address,latitude,longitude,log_price,price_segment,eda_type_clean,log_beds,beds_sqrt,beds_asinh,beds_binned,log_bath,bath_binned,area_missing,log_area,zip,borough,borough_Manhattan,borough_Brooklyn,borough_Queens,price_per_sqft,log_pps
Brokered by Momentum Real Estate Llc,House for sale,1250000,3,4,3328.0,"19 Park Ln, Staten Island, NY 10301, USA",40.619844,-74.0889182,14.038654109278484,mid,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,0,8.110427237575024,10301,Staten Island,False,False,False,375.60096153846155,5.931186169428665
Brokered by Stuyvesant Heights Realty Corp,Multi-family home for sale,3165000,9,5,1495.512345,"278 Decatur St, Brooklyn, NY 11233, USA",40.6813796,-73.9323311,14.967663613560413,upper,Multi-family home for sale,2.302585092994046,3.0,2.8934439858858716,7-10,1.791759469228055,5-6,1,7.3108925765069745,11233,Brooklyn,False,True,False,2116.331577323088,7.657911884908591
Brokered by Brown Harris Stevens,Co-op for sale,205000,1,1,1495.512345,"2750 Johnson Ave #5c, Bronx, NY 10463, USA",40.8801731,-73.91173,12.230765258120545,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10463,The Bronx,False,False,False,137.07676883135323,4.927809826361384
Brokered by Amorelli Realty LLC,Condo for sale,1198000,1,2,1495.512345,"22-11 33rd St #1d, Astoria, NY 11105, USA",40.7749092,-73.9098235,13.996164057657532,mid,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,1.0986122886681098,2,1,7.3108925765069745,11105,Queens,False,False,True,801.0632637071277,6.6871874871833
Brokered by eXp Realty BKNY,House for sale,2199000,3,3,3454.0,"181 Hastings St, Brooklyn, NY 11235, USA",40.5782802,-73.9442713,14.603513269536899,mid,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.3862943611198906,3,0,8.14757773620177,11235,Brooklyn,False,True,False,636.653155761436,6.457794492510197
Brokered by COMPASS,Co-op for sale,5495000,3,2,3000.0,"144 Franklin St #3f, New York, NY 10013, USA",40.7193802,-74.0075316,15.51934914581986,upper,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,8.006700845440367,10013,Manhattan,True,False,False,1831.6666666666667,7.513527380057082
Brokered by Elegran Real Estate And Development,Co-op for sale,625000,1,1,1495.512345,"55 E 65th St #4b, New York, NY 10065, USA",40.7669715,-73.9674377,13.345506928718539,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10065,Manhattan,True,False,False,417.91697814436964,6.037672757435716
Brokered by 5 Boro Realty Corp,House for sale,1449999,3,2,1890.0,"768 Herkimer St, Brooklyn, NY 11233, USA",40.6783124,-73.928113,14.187073424741348,mid,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.544861068658458,11233,Brooklyn,False,True,False,767.1952380952381,6.644043917110033
Brokered by Cross Island Realty One Inc,House for sale,1399000,5,4,1495.512345,"256-16 86th Ave, Queens, NY 11001, USA",40.7326463,-73.7097434,14.151268253647618,mid,House for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.6094379124341003,4,1,7.3108925765069745,11001,Queens,False,False,True,935.4653638783569,6.842112536553485
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,525000,3,1,322.0,"230 Central Park W #6h, New York, NY 10024, USA",40.7836703,-73.9709274,13.17115354157376,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,5.777652323222656,10024,Manhattan,True,False,False,1630.4347826086957,7.397215141350669
Brokered by COMPASS,Townhouse for sale,12000000,4,2,5500.0,"22 E 78th St, New York, NY 10075, USA",40.7756853,-73.9632303,16.300417207752275,upper,Townhouse for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.0986122886681098,2,0,8.612685172875459,10075,Manhattan,True,False,False,2181.818181818182,7.688372064862406
Brokered by RE MAX Real Estate Professionals,House for sale,1299000,3,2,1700.0,"74 89th St, Brooklyn, NY 11209, USA",40.622512,-74.038316,14.077105295652737,mid,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.438971592395862,11209,Brooklyn,False,True,False,764.1176470588235,6.640029609007525
Brokered by Private Homes Realty LLC,Co-op for sale,269000,1,1,1495.512345,"3721 80th St Apt 6b, Jackson Heights, NY 11372, USA",40.7490728,-73.8859424,12.502466658583977,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11372,Queens,False,False,True,179.87146739333667,5.197786654109017
Brokered by COMPASS,Co-op for sale,450000,1,1,1495.512345,"152 E 83rd St #3d, New York, NY 10028, USA",40.777093,-73.956552,13.017002861746503,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10028,Manhattan,True,False,False,300.90022426394614,5.71009657955434
Brokered by Spiegel Realty LLC,Multi-family home for sale,899999,4,2,2194.0,"243 Deems Ave, Staten Island, NY 10314, USA",40.6172199,-74.1320669,13.71014893119472,entry,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.0986122886681098,2,0,7.693937325509272,10314,Staten Island,False,False,False,410.2092069279854,6.019102104279364
Brokered by 5 Boro Realty Corp,House for sale,925000,2,2,1077.0,"1336 Dean St, Brooklyn, NY 11216, USA",40.6764806,-73.9446731,13.737549016494562,entry,House for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,6.982862751468942,11216,Brooklyn,False,True,False,858.8672237697307,6.756777986362612
Brokered by Dreamlife Realty New York Llc,Co-op for sale,279000,1,1,600.0,"680 81st St #3d, Brooklyn, NY 11228, USA",40.6220567,-74.0200513,12.538967060803502,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.398594934535208,11228,Brooklyn,False,True,False,465.0,6.144185634125646
Brokered by Corcoran East Side,Condo for sale,1795000,2,2,1495.512345,"230 Riverside Dr #8a, New York, NY 10025, USA",40.7954592,-73.9753123,14.400515579904516,mid,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,10025,Manhattan,True,False,False,1200.2575612306296,7.0911242547334785
Brokered by Brown Harris Stevens - 130 Fifth Avenue,Pending,1250000,2,2,1495.512345,"60 Gramercy Park N #2b, New York, NY 10010, USA",40.7385938,-73.9863188,14.038654109278484,mid,Pending,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,10010,Manhattan,True,False,False,835.8339562887393,6.729625671226297
Brokered by RE MAX Edge,Condo for sale,560000,3,1,622.0,"4711 8th Ave #2b, Brooklyn, NY 11220, USA",40.6423834,-74.002033,13.235692062711331,entry,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,6.434546518787453,11220,Brooklyn,False,True,False,900.3215434083602,6.803862067871132
"Brokered by Compass Greater Ny, Llc",House for sale,999000,3,2,1260.0,"423 Beach 126th St, Rockaway Park, NY 11694, USA",40.5792491,-73.8470867,13.81451005763069,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.13966033596492,11694,Queens,False,False,True,792.8571428571429,6.676903524224608
Brokered by Mitra Hakimi Realty Group LLC,Multi-family home for sale,1188000,6,2,2186.0,"188-39 Ilion Ave, Jamaica, NY 11412, USA",40.7021006,-73.7671144,13.987781778904727,mid,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.0986122886681098,2,0,7.690286020676768,11412,Queens,False,False,True,543.4583714547118,6.29979148665827
Brokered by Lombardo Homes & Estates,House for sale,948888,3,1,950.0,"1611 Oriental Blvd, Brooklyn, NY 11235, USA",40.5786958,-73.938485,13.763046051659945,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,6.85751406254539,11235,Brooklyn,False,True,False,998.8294736842105,6.907584738125082
"Brokered by Rising Star Realty and Property Management, Inc.",Condo for sale,735000,2,2,832.0,"1370 Bushwick Ave #2a, Brooklyn, NY 11207, USA",40.6850765,-73.9107349,13.507625778194974,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,6.725033642166843,11207,Brooklyn,False,True,False,883.4134615384615,6.784924669964762
Brokered by Keller Williams NYC - New York Living Solutions,Multi-family home for sale,1399000,13,5,1495.512345,"487 E 93rd St #1, Brooklyn, NY 11212, USA",40.6550656,-73.9183469,14.151268253647618,mid,Multi-family home for sale,2.6390573296152584,3.605551275463989,3.2595725562629214,11-20,1.791759469228055,5-6,1,7.3108925765069745,11212,Brooklyn,False,True,False,935.4653638783569,6.842112536553485
Brokered by COMPASS,Co-op for sale,3600000,3,4,1495.512345,"900 5th Ave #4b, New York, NY 10021, USA",40.7719126,-73.967281,15.096444403426338,upper,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,1,7.3108925765069745,10021,Manhattan,True,False,False,2407.201794111569,7.786635604458908
Brokered by COMPASS,Multi-family home for sale,1850000,8,4,5000.0,"216 E 117th St, New York, NY 10035, USA",40.7981001,-73.9389098,14.430696197054507,mid,Multi-family home for sale,2.1972245773362196,2.8284271247461903,2.7764722807237177,7-10,1.6094379124341003,4,0,8.517393171418904,10035,Manhattan,True,False,False,370.0,5.916202062607435
"Brokered by Realmart Realty, LLC",Co-op for sale,789000,2,1,1495.512345,"340 W 19th St Apt 4, New York, NY 10011, USA",40.7432035,-74.0015019,13.578521599828012,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,1,7.3108925765069745,10011,Manhattan,True,False,False,527.5783932094522,6.270191125832402
Brokered by Ps 91 Real Estate,House for sale,569000,3,1,1495.512345,"110-25 217th St, Queens Village, NY 11429, USA",40.7079268,-73.7400399,13.251635713108469,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,1,7.3108925765069745,11429,Queens,False,False,True,380.4716169026341,5.944036449274313
Brokered by COMPASS,Condo for sale,1700000,2,2,1135.0,"2 Cornelia St APT 203, New York, NY 10014, USA",40.7315509,-74.0013914,14.346138809026444,mid,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.035268599281097,10014,Manhattan,True,False,False,1497.7973568281939,7.31241830339262
Brokered by Corcoran Park Avenue South,Condo for sale,12995000,4,4,4155.0,"10 Greene St, New York, NY 10013, USA",40.7207039,-74.0027289,16.380075226057727,luxury,Condo for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.6094379124341003,4,0,8.332308352219117,10013,Manhattan,True,False,False,3127.557160048135,8.048327206023671
Brokered by Real Broker Llc,Co-op for sale,295000,2,1,613.0,"552 W 141st St #2d, New York, NY 10031, USA",40.8233518,-73.9515728,12.594730635321957,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.419994928147142,10031,Manhattan,True,False,False,481.23980424143554,6.178441509502074
Brokered by IZSA - Miriam Izsak Realty LLC,Co-op for sale,625000,1,1,650.0,"245 E 25th St #8l, New York, NY 10010, USA",40.7395218,-73.9802307,13.345506928718539,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.478509642208569,10010,Manhattan,True,False,False,961.5384615384615,6.8695740254035185
"Brokered by Nest Seekers International, Tribeca",Condo for sale,399000,3,1,391.0,"30-38 29th St, Queens, NY 11102, USA",40.7668236,-73.9239725,12.896716695872,entry,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,5.971261839790462,11102,Queens,False,False,True,1020.4603580562659,6.928988605923895
Brokered by Douglas Elliman - 140 Franklin,Condo for sale,5700000,3,4,2357.0,"565 Broome St #9e, New York, NY 10013, USA",40.7242197,-74.0056368,15.555976732804778,upper,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,0,7.765569081097317,10013,Manhattan,True,False,False,2418.3283835383963,7.791245253169387
Brokered by PULLINI REALTY CORP.,Condo for sale,618000,3,2,1495.512345,"2805 E 28th St #1b, Brooklyn, NY 11235, USA",40.5846429,-73.9407155,13.334243736439827,entry,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,11235,Brooklyn,False,True,False,413.2363079891527,6.026436603229714
Brokered by Morris Park Realty Group,Co-op for sale,149999,1,1,694.0,"5621 Netherland Ave #3c, Bronx, NY 10471, USA",40.9049984,-73.9065719,11.918383906389504,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.543911845564792,10471,The Bronx,False,False,False,216.13688760806917,5.380527973128488
Brokered by Corcoran West Side Gallery,Condo for sale,650000,3,1,550.0,"382 Central Park W #14b, New York, NY 10025, USA",40.7935585,-73.9656011,13.38472764187182,entry,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,6.311734809152915,10025,Manhattan,True,False,False,1181.8181818181818,7.075655159705105
Brokered by Chase Global Realty Corp,Multi-family home for sale,1990000,5,2,1495.512345,"63-12 136th St, Flushing, NY 11367, USA",40.7398861,-73.8305343,14.503645196700676,mid,Multi-family home for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.0986122886681098,2,1,7.3108925765069745,11367,Queens,False,False,True,1330.6476584116729,7.194172295396603
Brokered by Bond New York- Columbus Circle,Co-op for sale,550000,1,1,1495.512345,"57 W 93rd St #3g, New York, NY 10025, USA",40.7908539,-73.9681725,13.217673557208654,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10025,Manhattan,True,False,False,367.76694076704524,5.910164847661945
"Brokered by Foxworth Realty, Inc.",Co-op for sale,279000,1,1,1495.512345,"3015 Riverdale Ave #6a, Bronx, NY 10463, USA",40.8809305,-73.9107494,12.538967060803502,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10463,The Bronx,False,False,False,186.5581390436466,5.234088872246628
Brokered by E Realty International Corp,Co-op for sale,399000,2,1,1090.0,"8811 Elmhurst Ave Apt A4, Elmhurst, NY 11373, USA",40.7455899,-73.8778899,12.896716695872,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.994849985833071,11373,Queens,False,False,True,366.0550458715596,5.905511825558226
Brokered by Modern Spaces,Townhouse for sale,2495000,3,2,4125.0,"16 Morgan Ave, Brooklyn, NY 11237, USA",40.7043492,-73.9310947,14.729799287167756,mid,Townhouse for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,8.325063693631197,11237,Brooklyn,False,True,False,604.8484848484849,6.406629929805352
Brokered by Brown Harris Stevens - 445 Park Avenue,Townhouse for sale,3695000,10,8,1495.512345,"315 E 51st St, New York, NY 10022, USA",40.7553475,-73.9673212,15.12249111236444,upper,Townhouse for sale,2.3978952727983707,3.1622776601683795,2.99822295029797,7-10,2.1972245773362196,7-10,1,7.3108925765069745,10022,Manhattan,True,False,False,2470.7251747895134,7.812671637150195
"Brokered by Nest Seekers International, Southampton",Co-op for sale,299000,3,1,394.0,"321 E 54th St #3c, New York, NY 10022, USA",40.7571764,-73.9656764,12.608198852372823,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,5.978885764901122,10022,Manhattan,True,False,False,758.8832487309645,6.633164801388766
"Brokered by Tom Crimmins Realty, Ltd.",Condo for sale,239500,1,1,864.0,"50 Fort Pl #2, Staten Island, NY 10301, USA",40.6414367,-74.0802253,12.386308695833106,entry,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.762729506931879,10301,Staten Island,False,False,False,277.1990740740741,5.628336951209447
Brokered by BESMATCH REAL ESTATE,Co-op for sale,235000,1,1,850.0,"Parking lot, 3512 Oxford Ave #1b, Bronx, NY 10463, USA",40.8858375,-73.9088586,12.367340793126296,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.7464121285733745,10463,The Bronx,False,False,False,276.47058823529414,5.625714939228046
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,680000,1,1,1495.512345,"200 E 90th St #20d, New York, NY 10128, USA",40.7810446,-73.9519172,13.42984807715229,entry,House for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10128,Manhattan,True,False,False,454.69367222107417,6.121820812329833
Brokered by CENTURY 21 Homefront,House for sale,629000,3,3,1280.0,"419 Britton Ave, Staten Island, NY 10304, USA",40.6086959,-74.0859469,13.351886535682578,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.3862943611198906,3,0,7.155396301896734,10304,Staten Island,False,False,False,491.40625,6.199304087162319
Brokered by Momentum Real Estate Llc,Pending,1039000,3,2,2300.0,"8934 15th Ave, Brooklyn, NY 11228, USA",40.6049171,-74.0166722,13.853769270081365,mid,Pending,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.741099090035366,11228,Brooklyn,False,True,False,451.7391304347826,6.115316088600746
Brokered by Master Associates Inc.,House for sale,2200000,3,2,3760.0,"302 Sheldon Ave, Staten Island, NY 10312, USA",40.5450461,-74.1858995,14.603967918328545,mid,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,8.232440158470336,10312,Staten Island,False,False,False,585.1063829787234,6.373501314019777
Brokered by Sowae Corp,House for sale,380000,3,2,600.0,"51 Hill St, Brooklyn, NY 11208, USA",40.6789407,-73.8712984,12.84792653170257,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,6.398594934535208,11208,Brooklyn,False,True,False,633.3333333333334,6.45257457862804
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,599000,2,2,1495.512345,"6940 Yellowstone Blvd Apt 202, Forest Hills, NY 11375, USA",40.7230099,-73.84699,13.303016877097587,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,11375,Queens,False,False,True,400.53163185356385,5.99528631447669
"Brokered by Robert DeFalco Realty, Inc.",Townhouse for sale,530000,3,2,1280.0,"14 Long Pond Ln, Staten Island, NY 10304, USA",40.6155659,-74.0802854,13.180632285528304,entry,Townhouse for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.155396301896734,10304,Staten Island,False,False,False,414.0625,6.028429111300932
Brokered by Keller Williams NYC,Condop for sale,598000,1,1,1495.512345,"333 E 46th St #17e, New York, NY 10017, USA",40.7520734,-73.9690003,13.301346032932768,entry,Other,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10017,Manhattan,True,False,False,399.8629646885328,5.99361963495841
"Brokered by Erealty Advisors, Inc",Condo for sale,1449000,4,2,1632.0,"9 Franklin Ave, Brooklyn, NY 11249, USA",40.6990196,-73.9587153,14.18638422130282,mid,Condo for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.0986122886681098,2,0,7.398174092970465,11249,Brooklyn,False,True,False,887.8676470588235,6.789948345981391
Brokered by COMPASS,Co-op for sale,459000,1,1,1495.512345,"88 Brooklyn Ave a3, Brooklyn, NY 11216, USA",40.677099,-73.9444709,13.036805489042683,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11216,Brooklyn,False,True,False,306.918228749225,5.729834256650635
Brokered by MARASA REALTY INC,Pending,825000,5,2,1495.512345,"170 Amsterdam Ave, Staten Island, NY 10314, USA",40.6033161,-74.1679729,13.623138665316818,entry,Pending,1.791759469228055,2.23606797749979,2.312438341272753,5,1.0986122886681098,2,1,7.3108925765069745,10314,Staten Island,False,False,False,551.650411150568,6.314725633718631
Brokered by Corcoran Bedford Stuyvesant,Condo for sale,745000,2,2,1495.512345,"508 Lexington Ave #3, Brooklyn, NY 11221, USA",40.6886854,-73.9402301,13.521139497361697,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,11221,Brooklyn,False,True,False,498.1570379480886,6.212920751548982
Brokered by Kestin Alice N,Co-op for sale,440000,2,1,1495.512345,"35-38 75th St #3c, Flushing, NY 11372, USA",40.7499534,-73.8912443,12.994530005894443,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,1,7.3108925765069745,11372,Queens,False,False,True,294.21355261363624,5.68769900161028
Brokered by Coldwell Banker Warburg,Condo for sale,7750000,3,4,2855.0,"279 Central Park W, New York, NY 10024, USA",40.7868701,-73.9686086,15.86320340132953,upper,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,0,7.957177323459475,10024,Manhattan,True,False,False,2714.5359019264447,7.906744598498326
Brokered by JM Properties,Land for sale,399900,3,2,1495.512345,"409 Slater Blvd, Staten Island, NY 10305, USA",40.5771876,-74.0829699,12.89896979483491,entry,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,10305,Staten Island,False,False,False,267.39999929589345,5.592478402474179
Brokered by COMPASS,Condo for sale,990000,1,1,791.0,"240 Riverside Blvd #14n, New York, NY 10023, USA",40.7804721,-73.9871434,13.805460222110773,entry,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.674561391814426,10069,Manhattan,True,False,False,1251.5802781289508,7.1329609252195985
Brokered by Best Solutions Realty Inc,Multi-family home for sale,1150000,4,3,1495.512345,"32-40 87th St, Flushing, NY 11369, USA",40.7569734,-73.8811062,13.955272500339433,mid,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.3862943611198906,3,1,7.3108925765069745,11369,Queens,False,False,True,768.9672397856401,6.6463479682096995
Brokered by COMPASS,Condo for sale,2300000,1,2,1100.0,"900 Park Ave #16c, New York, NY 10075, USA",40.7761296,-73.960619,14.648419680899378,mid,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,1.0986122886681098,2,0,7.00397413672268,10075,Manhattan,True,False,False,2090.909090909091,7.645832368652203
"Brokered by Nest Seekers International, Midtown",Pending,4999000,3,2,2160.0,"36 Gramercy Park E #5n, New York, NY 10003, USA",40.7375223,-73.9849542,15.424748450395708,upper,Pending,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.6783263565068856,10003,Manhattan,True,False,False,2314.3518518518517,7.747316942812326
Brokered by Keller Williams NYC,Condo for sale,350000,1,1,738.0,"11 Windham Loop #2g, Staten Island, NY 10314, USA",40.5781826,-74.1626869,12.765688433465597,entry,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.6052979209482015,10314,Staten Island,False,False,False,474.25474254742545,6.1638509603769815
Brokered by William Raveis Real Estate - Rye,Multi-family home for sale,1900000,5,4,3640.0,"311 W 138th St, New York, NY 10030, USA",40.8188422,-73.9456834,14.457364444136669,mid,Multi-family home for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.6094379124341003,4,0,8.200013648175434,10030,Manhattan,True,False,False,521.978021978022,6.259539440195359
Brokered by E Realty International Corp,Multi-family home for sale,2498000,6,6,3184.0,"40-20 217th St, Flushing, NY 11361, USA",40.7644884,-73.7660572,14.73100096966766,mid,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.9459101490553132,5-6,0,8.066207568006265,11361,Queens,False,False,True,784.5477386934673,6.666381230761072
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,3500000,3,2,1495.512345,"101 W 12th St Apt 11p, New York, NY 10011, USA",40.7361563,-73.9977295,15.068273526459642,upper,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,10011,Manhattan,True,False,False,2340.33507760847,7.758476591638793
Brokered by KELLER WILLIAMS REALTY EMPIRE,Pending,995000,5,2,2128.0,"203 Sterling St, Brooklyn, NY 11225, USA",40.6631136,-73.9544199,13.81049801614073,entry,Pending,1.791759469228055,2.23606797749979,2.312438341272753,5,1.0986122886681098,2,0,7.663407664893479,11225,Brooklyn,False,True,False,467.5751879699248,6.149696575397238
Brokered by HomeLister,Contingent,193999,3,1,435.0,"16 Bay Terrace #2e, Staten Island, NY 10306, USA",40.5559755,-74.1387681,12.175608283393005,entry,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,6.077642243349034,10306,Staten Island,False,False,False,445.9747126436782,6.102502021746415
"Brokered by Naomi Klein, Realtor",Co-op for sale,245000,3,1,713.0,"61-20 Grand Central Pkwy, Forest Hills, NY 11375, USA",40.7379227,-73.8470718,12.409013489526863,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,6.570882962339584,11375,Queens,False,False,True,343.61851332398317,5.842438046748197
Brokered by COMPASS,Condo for sale,8495000,3,4,4781.0,"43-45 Walker St # 2, New York, NY 10013, USA",40.7189873,-74.0038646,15.954988313088169,upper,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,0,8.47261414801827,10013,Manhattan,True,False,False,1776.8249320225893,7.483145947796643
Brokered by Serhant,Condo for sale,12500000,4,4,2938.0,"71 Reade St, New York, NY 10007, USA",40.714922,-74.0070262,16.34123920227253,luxury,Condo for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.6094379124341003,4,0,7.985824666418917,10007,Manhattan,True,False,False,4254.594962559564,8.355989857921134
Brokered by Winzone Realty Inc,House for sale,849000,3,3,1495.512345,"2762 Cropsey Ave, Brooklyn, NY 11214, USA",40.5868122,-73.9890289,13.651814465293484,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.3862943611198906,3,1,7.3108925765069745,11214,Brooklyn,False,True,False,567.6984231113117,6.343350281513608
"Brokered by Nest Seekers International, Midtown",Condo for sale,500000,1,2,1495.512345,"410 Fenimore St, Brooklyn, NY 11225, USA",40.6586064,-73.9488175,13.122363377404328,entry,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,1.0986122886681098,2,1,7.3108925765069745,11225,Brooklyn,False,True,False,334.3335825154957,5.8151258050792585
Brokered by COMPASS,Condo for sale,1895000,3,2,1929.0,"416 W 52nd St # 312, New York, NY 10019, USA",40.7647904,-73.9890812,14.454729396498664,mid,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.5652752818989315,10019,Manhattan,True,False,False,982.374287195438,6.890989807793863
Brokered by BERGEN BASIN REALTY,Co-op for sale,189900,1,1,600.0,"2265 Ocean Pkwy #1f, Brooklyn, NY 11223, USA",40.5941381,-73.963948,12.154252896800378,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.398594934535208,11223,Brooklyn,False,True,False,316.5,5.760477818332746
